./planes_good/gray/001_good_gray.png 1 0 0 171 157
./planes_good/gray/002_good_gray.png 1 0 0 176 195
./planes_good/gray/003_good_gray.png 1 0 0 239 181
./planes_good/gray/004_good_gray.png 1 0 0 90 80
./planes_good/gray/005_good_gray.png 1 0 0 178 213
./planes_good/gray/006_good_gray.png 1 0 0 144 235
./planes_good/gray/007_good_gray.png 1 0 0 132 182
./planes_good/gray/008_good_gray.png 1 0 0 357 443
./planes_good/gray/009_good_gray.png 1 0 0 162 183
./planes_good/gray/010_good_gray.png 1 0 0 166 154
./planes_good/gray/011_good_gray.png 1 0 0 118 173
./planes_good/gray/012_good_gray.png 1 0 0 113 218
./planes_good/gray/013_good_gray.png 1 0 0 120 82
./planes_good/gray/014_good_gray.png 1 0 0 198 258
./planes_good/gray/015_good_gray.png 1 0 0 202 235
./planes_good/gray/016_good_gray.png 1 0 0 175 226
./planes_good/gray/017_good_gray.png 1 0 0 236 262
./planes_good/gray/018_good_gray.png 1 0 0 250 325
./planes_good/gray/019_good_gray.png 1 0 0 134 188
./planes_good/gray/020_good_gray.png 1 0 0 124 151
./planes_good/gray/021_good_gray.png 1 0 0 242 265
./planes_good/gray/022_good_gray.png 1 0 0 149 127
./planes_good/gray/023_good_gray.png 1 0 0 138 184
./planes_good/gray/024_good_gray.png 1 0 0 230 196
./planes_good/gray/025_good_gray.png 1 0 0 216 182
./planes_good/gray/026_good_gray.png 1 0 0 147 134
./planes_good/gray/027_good_gray.png 1 0 0 199 198
./planes_good/gray/028_good_gray.png 1 0 0 167 179
./planes_good/gray/029_good_gray.png 1 0 0 149 186
./planes_good/gray/030_good_gray.png 1 0 0 249 206
./planes_good/gray/031_good_gray.png 1 0 0 114 122
./planes_good/gray/032_good_gray.png 1 0 0 158 191
./planes_good/gray/033_good_gray.png 1 0 0 127 131
./planes_good/gray/034_good_gray.png 1 0 0 167 147
./planes_good/gray/035_good_gray.png 1 0 0 174 151
./planes_good/gray/036_good_gray.png 1 0 0 155 194
./planes_good/gray/037_good_gray.png 1 0 0 133 139
./planes_good/gray/038_good_gray.png 1 0 0 181 228
./planes_good/gray/039_good_gray.png 1 0 0 186 189
./planes_good/gray/040_good_gray.png 1 0 0 91 134
./planes_good/gray/041_good_gray.png 1 0 0 123 196
./planes_good/gray/042_good_gray.png 1 0 0 127 159
./planes_good/gray/043_good_gray.png 1 0 0 145 206
./planes_good/gray/044_good_gray.png 1 0 0 214 288
./planes_good/gray/045_good_gray.png 1 0 0 145 189
./planes_good/gray/046_good_gray.png 1 0 0 139 138
./planes_good/gray/047_good_gray.png 1 0 0 191 235
./planes_good/gray/048_good_gray.png 1 0 0 163 189
./planes_good/gray/049_good_gray.png 1 0 0 207 256
./planes_good/gray/050_good_gray.png 1 0 0 156 163
./planes_good/gray/051_good_gray.png 1 0 0 154 199
./planes_good/gray/052_good_gray.png 1 0 0 160 219
./planes_good/gray/053_good_gray.png 1 0 0 160 159
./planes_good/gray/054_good_gray.png 1 0 0 150 200
./planes_good/gray/055_good_gray.png 1 0 0 148 167
./planes_good/gray/056_good_gray.png 1 0 0 148 216
./planes_good/gray/057_good_gray.png 1 0 0 97 120
./planes_good/gray/058_good_gray.png 1 0 0 141 137
./planes_good/gray/059_good_gray.png 1 0 0 206 215
./planes_good/gray/060_good_gray.png 1 0 0 194 206
./planes_good/gray/061_good_gray.png 1 0 0 172 143
./planes_good/gray/062_good_gray.png 1 0 0 146 152
./planes_good/gray/063_good_gray.png 1 0 0 101 111
./planes_good/gray/064_good_gray.png 1 0 0 94 155
./planes_good/gray/065_good_gray.png 1 0 0 203 316
./planes_good/gray/066_good_gray.png 1 0 0 188 156
./planes_good/gray/067_good_gray.png 1 0 0 152 179
./planes_good/gray/068_good_gray.png 1 0 0 229 319
./planes_good/gray/069_good_gray.png 1 0 0 197 182
./planes_good/gray/070_good_gray.png 1 0 0 126 188
./planes_good/gray/071_good_gray.png 1 0 0 140 160
./planes_good/gray/072_good_gray.png 1 0 0 163 250
./planes_good/gray/073_good_gray.png 1 0 0 165 230
./planes_good/gray/074_good_gray.png 1 0 0 178 180
./planes_good/gray/075_good_gray.png 1 0 0 106 137
./planes_good/gray/076_good_gray.png 1 0 0 159 137
./planes_good/gray/077_good_gray.png 1 0 0 172 174
./planes_good/gray/078_good_gray.png 1 0 0 381 483
./planes_good/gray/079_good_gray.png 1 0 0 187 186
./planes_good/gray/080_good_gray.png 1 0 0 155 214
./planes_good/gray/081_good_gray.png 1 0 0 189 197
./planes_good/gray/082_good_gray.png 1 0 0 103 109
./planes_good/gray/083_good_gray.png 1 0 0 177 171
./planes_good/gray/084_good_gray.png 1 0 0 180 204
./planes_good/gray/085_good_gray.png 1 0 0 194 184
./planes_good/gray/086_good_gray.png 1 0 0 114 84
./planes_good/gray/087_good_gray.png 1 0 0 158 201
./planes_good/gray/088_good_gray.png 1 0 0 133 163
./planes_good/gray/089_good_gray.png 1 0 0 170 194
./planes_good/gray/090_good_gray.png 1 0 0 217 209
./planes_good/gray/091_good_gray.png 1 0 0 146 123
./planes_good/gray/092_good_gray.png 1 0 0 92 146
./planes_good/gray/093_good_gray.png 1 0 0 174 300
./planes_good/gray/094_good_gray.png 1 0 0 203 264
./planes_good/gray/095_good_gray.png 1 0 0 183 251
./planes_good/gray/096_good_gray.png 1 0 0 211 170
./planes_good/gray/097_good_gray.png 1 0 0 215 285
./planes_good/gray/098_good_gray.png 1 0 0 224 326
./planes_good/gray/099_good_gray.png 1 0 0 119 140
./planes_good/gray/100_good_gray.png 1 0 0 164 190
./planes_good/gray/101_good_gray.png 1 0 0 179 126
./planes_good/gray/102_good_gray.png 1 0 0 220 159
./planes_good/gray/103_good_gray.png 1 0 0 182 233
./planes_good/gray/104_good_gray.png 1 0 0 261 315
./planes_good/gray/105_good_gray.png 1 0 0 131 149
./planes_good/gray/106_good_gray.png 1 0 0 192 191
