./planes_good/gray_and_blur_and_canny/001_good_gray_and_blur_and_canny.png 1 0 0 171 157
./planes_good/gray_and_blur_and_canny/002_good_gray_and_blur_and_canny.png 1 0 0 176 195
./planes_good/gray_and_blur_and_canny/003_good_gray_and_blur_and_canny.png 1 0 0 239 181
./planes_good/gray_and_blur_and_canny/004_good_gray_and_blur_and_canny.png 1 0 0 90 80
./planes_good/gray_and_blur_and_canny/005_good_gray_and_blur_and_canny.png 1 0 0 178 213
./planes_good/gray_and_blur_and_canny/006_good_gray_and_blur_and_canny.png 1 0 0 144 235
./planes_good/gray_and_blur_and_canny/007_good_gray_and_blur_and_canny.png 1 0 0 132 182
./planes_good/gray_and_blur_and_canny/008_good_gray_and_blur_and_canny.png 1 0 0 357 443
./planes_good/gray_and_blur_and_canny/009_good_gray_and_blur_and_canny.png 1 0 0 162 183
./planes_good/gray_and_blur_and_canny/010_good_gray_and_blur_and_canny.png 1 0 0 166 154
./planes_good/gray_and_blur_and_canny/011_good_gray_and_blur_and_canny.png 1 0 0 118 173
./planes_good/gray_and_blur_and_canny/012_good_gray_and_blur_and_canny.png 1 0 0 113 218
./planes_good/gray_and_blur_and_canny/013_good_gray_and_blur_and_canny.png 1 0 0 120 82
./planes_good/gray_and_blur_and_canny/014_good_gray_and_blur_and_canny.png 1 0 0 198 258
./planes_good/gray_and_blur_and_canny/015_good_gray_and_blur_and_canny.png 1 0 0 202 235
./planes_good/gray_and_blur_and_canny/016_good_gray_and_blur_and_canny.png 1 0 0 175 226
./planes_good/gray_and_blur_and_canny/017_good_gray_and_blur_and_canny.png 1 0 0 236 262
./planes_good/gray_and_blur_and_canny/018_good_gray_and_blur_and_canny.png 1 0 0 250 325
./planes_good/gray_and_blur_and_canny/019_good_gray_and_blur_and_canny.png 1 0 0 134 188
./planes_good/gray_and_blur_and_canny/020_good_gray_and_blur_and_canny.png 1 0 0 124 151
./planes_good/gray_and_blur_and_canny/021_good_gray_and_blur_and_canny.png 1 0 0 242 265
./planes_good/gray_and_blur_and_canny/022_good_gray_and_blur_and_canny.png 1 0 0 149 127
./planes_good/gray_and_blur_and_canny/023_good_gray_and_blur_and_canny.png 1 0 0 138 184
./planes_good/gray_and_blur_and_canny/024_good_gray_and_blur_and_canny.png 1 0 0 230 196
./planes_good/gray_and_blur_and_canny/025_good_gray_and_blur_and_canny.png 1 0 0 216 182
./planes_good/gray_and_blur_and_canny/026_good_gray_and_blur_and_canny.png 1 0 0 147 134
./planes_good/gray_and_blur_and_canny/027_good_gray_and_blur_and_canny.png 1 0 0 199 198
./planes_good/gray_and_blur_and_canny/028_good_gray_and_blur_and_canny.png 1 0 0 167 179
